names,urls,dates,conversion
"Diaz-Espinoza, Santiago",www.newssite.com/3,2018-12-31,0
"Diaz-Jimenez, Sinahi",www.newssite.com/10,2018-12-12,0
"Diaz-Torres, Breeanna",www.newssite.com/8,2019-01-22,0
"Diaz-Torres, Breeanna",www.newssite.com/2,2018-12-18,0
"Diaz, Alexander",www.newssite.com/5,2019-02-03,0
"Diaz, Alexander",www.newssite.com/10,2018-12-29,0
"Diaz, Alexander",www.newssite.com/8,2018-12-15,0
"Diaz, Alexander",www.newssite.com/4,2018-11-25,0
"Diaz, Zackeriah",www.newssite.com/9,2018-11-25,0
"Dickson, Toni",www.newssite.com/10,2018-12-06,0
"Didde, Nahoa Olelo",www.newssite.com/9,2018-12-10,0
"Diehl, Alexander",www.newssite.com/8,2018-11-28,1
"Diffenderfer, Jalen",www.newssite.com/5,2019-01-25,0
"Digregorio, Atsila",www.newssite.com/7,2019-02-14,0
"Digregorio, Christian",www.newssite.com/8,2019-01-20,0
"Digregorio, Savannah",www.newssite.com/7,2019-01-10,0
"Digregorio, Savannah",www.newssite.com/4,2018-12-10,0
"Dill, Jennifer",www.newssite.com/10,2019-01-08,1
"Diller, Chelsie",www.newssite.com/8,2019-02-17,0
"Diller, Chelsie",www.newssite.com/10,2019-02-01,0
"Diller, Chelsie",www.newssite.com/2,2019-02-01,0
"Diller, Sung Won",www.newssite.com/6,2018-11-27,0
"Dillon, Hope",www.newssite.com/10,2018-11-23,1
"Ding, William",www.newssite.com/6,2019-01-29,0
"Ding, William",www.newssite.com/4,2018-12-28,0
"Ding, William",www.newssite.com/7,2018-12-16,0
"Dinh, Nicolas",www.newssite.com/10,2019-01-08,0
"Dinkel, Evan",www.newssite.com/6,2019-02-05,1
"Dinkel, Evan",www.newssite.com/9,2019-01-21,0
"Dinkel, Evan",www.newssite.com/6,2019-01-13,0
"Dintaman, Ariel",www.newssite.com/7,2019-01-15,0
"Dintaman, Chandra",www.newssite.com/5,2019-02-09,0
"Dintaman, Chandra",www.newssite.com/10,2019-02-02,0
"Dintaman, Chandra",www.newssite.com/7,2019-01-30,0
"Dintaman, Chandra",www.newssite.com/7,2019-01-04,0
"Dintaman, Chandra",www.newssite.com/8,2018-12-29,0
"Dintaman, Chandra",www.newssite.com/6,2018-11-25,0
"Dirks, Stacy",www.newssite.com/3,2019-02-01,0
"Disney, Karthikeyan",www.newssite.com/10,2019-02-12,0
"Divelbiss, Elija",www.newssite.com/10,2018-12-01,0
"Dixit, Christofer",www.newssite.com/10,2018-12-05,0
"Dixit, Christofer",www.newssite.com/8,2018-11-27,0
"Dixon, Aleya",www.newssite.com/9,2019-02-12,1
"Dixon, Aleya",www.newssite.com/3,2018-12-12,0
"Dixon, Aleya",www.newssite.com/9,2018-12-01,0
"Dixon, Jaquea",www.newssite.com/8,2019-02-09,0
"Dixon, Jaquea",www.newssite.com/2,2018-11-24,0
"Dixon, Jayde",www.newssite.com/6,2018-12-03,0
"Dixon, Jayde",www.newssite.com/10,2018-11-27,0
"Dixon, Lexias",www.newssite.com/8,2019-01-26,0
"Dixon, Lexias",www.newssite.com/5,2019-01-05,0
"Dixon, Robyn Jo",www.newssite.com/9,2019-01-11,0
"Dixon, Robyn Jo",www.newssite.com/3,2018-11-26,0
"Dixon, Yitbarek",www.newssite.com/8,2019-02-11,0
"Dixon, Yitbarek",www.newssite.com/8,2019-01-02,0
"Do, Angela",www.newssite.com/5,2019-02-08,0
"Do, Angela",www.newssite.com/2,2019-02-01,0
"Do, Angela",www.newssite.com/10,2019-01-31,0
"Do, James",www.newssite.com/9,2019-02-04,0
"Do, James",www.newssite.com/10,2019-01-09,0
"Do, James",www.newssite.com/6,2018-12-17,0
"Do, Mytasia",www.newssite.com/8,2019-01-29,0
"Do, Mytasia",www.newssite.com/7,2019-01-13,0
"Do, Mytasia",www.newssite.com/9,2018-12-15,0
"Doan, Alice",www.newssite.com/9,2019-02-11,0
"Doan, Alice",www.newssite.com/10,2018-12-06,0
"Doan, Cynthia",www.newssite.com/6,2019-02-14,0
"Doan, Cynthia",www.newssite.com/6,2019-02-03,0
"Doan, Cynthia",www.newssite.com/8,2019-01-22,0
"Doan, Justin",www.newssite.com/6,2018-11-23,0
"Doan, Kevin",www.newssite.com/6,2019-01-16,0
"Doan, Puspa",www.newssite.com/4,2018-12-04,0
"Doanes, Jessica",www.newssite.com/5,2018-12-17,1
"Docter, Jessica",www.newssite.com/8,2019-01-31,0
"Dolce, Holly",www.newssite.com/9,2019-01-27,1
"Dolce, Holly",www.newssite.com/9,2019-01-18,0
"Dominguez Lujan, Antonio",www.newssite.com/9,2018-11-30,0
"Dominguez Varela, Eduardo",www.newssite.com/7,2019-01-23,0
"Dominguez Varela, Eduardo",www.newssite.com/10,2018-12-25,0
"Dominguez-Cory, Andrew",www.newssite.com/7,2019-01-08,0
"Dominguez-Vasquez, Alejandro",www.newssite.com/7,2019-02-17,0
"Dominguez-Vasquez, Alejandro",www.newssite.com/10,2018-11-30,0
"Dominguez, Giovanni",www.newssite.com/6,2018-12-10,0
"Dominguez, Nancy",www.newssite.com/9,2019-01-21,0
"Dominguez, Nancy",www.newssite.com/2,2018-12-16,0
"Dominguez, Nancy",www.newssite.com/9,2018-11-26,0
"Donelson, Malaika",www.newssite.com/7,2019-01-22,1
"Donelson, Malaika",www.newssite.com/10,2019-01-10,0
"Dong, Ethan",www.newssite.com/5,2019-02-15,0
"Dong, Ethan",www.newssite.com/9,2019-01-02,0
"Dong, Ethan",www.newssite.com/8,2018-12-26,0
"Dong, Ethan",www.newssite.com/10,2018-11-28,0
"Dong, Ethan",www.newssite.com/3,2018-11-23,0
"Donohoue, Tyann",www.newssite.com/6,2019-01-23,0
"Donohoue, Tyann",www.newssite.com/7,2018-12-21,0
"Doremus, Joshua",www.newssite.com/7,2019-02-17,0
"Dotson, Christopher",www.newssite.com/9,2018-12-23,0
"Dotson, Daniel",www.newssite.com/5,2018-11-26,0
"Dotson, Malik",www.newssite.com/7,2019-02-10,0
"Dotson, Malik",www.newssite.com/10,2018-12-08,0
"Douglas, Faith",www.newssite.com/4,2019-01-09,0
"Douglas, Faith",www.newssite.com/10,2018-12-21,0
"Douglas, Isaiah",www.newssite.com/6,2019-01-23,0
"Dove, Marilu",www.newssite.com/4,2018-12-27,0
"Dove, Marilu",www.newssite.com/10,2018-12-17,0
"Dove, Marilu",www.newssite.com/2,2018-12-04,0
"Dowell, Chelsie",www.newssite.com/10,2019-02-18,1
"Dowell, Chelsie",www.newssite.com/7,2019-02-10,0
"Dowell, Chelsie",www.newssite.com/4,2019-01-30,0
"Doyle, Anh",www.newssite.com/5,2019-02-06,0
"Doyle, Anh",www.newssite.com/8,2018-12-17,0
"Drake, James",www.newssite.com/8,2018-12-28,0
"Drazkowski, Cole",www.newssite.com/3,2019-01-17,0
"Drinkwater, Noumouke",www.newssite.com/10,2019-01-01,0
"Drinkwater, Noumouke",www.newssite.com/9,2018-12-17,0
"Drumright, Kennedy",www.newssite.com/10,2019-01-20,0
"Drury-Parlett, Kaitlyn",www.newssite.com/10,2019-02-16,0
"Duarte, Donovan",www.newssite.com/7,2019-02-18,1
"Duarte, Donovan",www.newssite.com/10,2019-01-21,0
"Duarte, Donovan",www.newssite.com/5,2018-12-04,0
"Dubus, Trevon",www.newssite.com/4,2019-01-16,0
"Duchan, Tre'Saun",www.newssite.com/10,2019-01-27,0
"Duchan, Tre'Saun",www.newssite.com/5,2019-01-04,0
"Dudash, Rebecca",www.newssite.com/9,2019-02-04,0
"Dudley, Crystal",www.newssite.com/5,2019-02-09,0
"Duff, Allison",www.newssite.com/8,2018-12-26,0
"Duffy, James",www.newssite.com/10,2018-12-28,0
"Dufresne, Annalea",www.newssite.com/9,2018-12-30,0
"Dufresne, Annalea",www.newssite.com/7,2018-12-03,0
"Dugard, Ryan",www.newssite.com/10,2019-02-16,0
"Dugard, Ryan",www.newssite.com/5,2019-01-08,0
"Duk, Alec",www.newssite.com/7,2019-01-22,0
"Dukeminier, Nina",www.newssite.com/5,2019-02-09,0
"Dumas, Stephan",www.newssite.com/10,2018-12-24,0
"Dunbar, Tashae",www.newssite.com/10,2018-12-16,0
"Duncan, Eric",www.newssite.com/6,2019-01-11,0
"Dunckel, Darian",www.newssite.com/9,2019-01-28,0
"Dunn, Jozlyn",www.newssite.com/6,2019-01-17,0
"Dunn, Jozlyn",www.newssite.com/8,2018-12-19,0
"Dunning, Andrew",www.newssite.com/10,2018-12-29,1
"Duong, Hansena",www.newssite.com/9,2019-02-07,0
"Duong, Kampanad",www.newssite.com/8,2019-02-08,0
"Dupuis, Asia",www.newssite.com/10,2019-01-13,0
"Dupuis, Asia",www.newssite.com/9,2018-12-20,0
"Duran Ramirez, Marcus",www.newssite.com/5,2018-12-14,1
"Duran, Amado",www.newssite.com/5,2019-01-10,1
"Duran, Amado",www.newssite.com/4,2018-12-20,0
"Duran, Amado",www.newssite.com/5,2018-12-10,0
"Duran, Brenda",www.newssite.com/2,2019-01-09,1
"Duran, Candice",www.newssite.com/6,2019-02-19,0
"Duran, Candice",www.newssite.com/8,2018-12-01,0
"Duran, Dehrian",www.newssite.com/4,2019-01-21,0
"Duran, Jacob",www.newssite.com/7,2019-01-20,0
"Duran, Jacob",www.newssite.com/8,2019-01-12,0
"Duran, Jeremy",www.newssite.com/10,2019-01-21,0
"Duran, Jeremy",www.newssite.com/7,2019-01-11,0
"Duran, Jeremy",www.newssite.com/8,2019-01-04,0
"Duran, Miranda",www.newssite.com/6,2018-12-27,0
"Duran, Miranda",www.newssite.com/10,2018-12-21,0
"Dureja, Emily",www.newssite.com/7,2018-12-05,0
"Durham, Eric",www.newssite.com/6,2019-01-20,0
"Durkop, Jasmine",www.newssite.com/10,2019-01-02,1
"Durkop, Jasmine",www.newssite.com/6,2018-12-14,0
"Durkop, Jasmine",www.newssite.com/10,2018-12-07,0
"Durley, Trevon",www.newssite.com/10,2019-01-25,0
"Duskus, Nhien",www.newssite.com/9,2019-01-31,0
"Dutcher, Maegan",www.newssite.com/4,2019-02-16,0
"Dutcher, Maegan",www.newssite.com/8,2019-02-14,0
"Dutcher, Maegan",www.newssite.com/7,2018-12-09,0
"Dutchie, Deja",www.newssite.com/5,2019-02-11,0
"Dutchie, Deja",www.newssite.com/10,2019-01-16,0
"Dwyer, Kayla",www.newssite.com/5,2018-12-12,0
"Dwyer, Kayla",www.newssite.com/6,2018-11-26,0
"Dyer, Donald",www.newssite.com/8,2018-11-30,0
"Dyer, Rebecca",www.newssite.com/7,2019-02-04,0
"Eagle, Gabriel",www.newssite.com/3,2019-02-17,0
"Eang, Andrew",www.newssite.com/6,2019-02-20,0
"Eang, Andrew",www.newssite.com/2,2019-01-10,0
"Eang, Andrew",www.newssite.com/9,2019-01-04,0
"Earnest, Teryn",www.newssite.com/5,2019-02-16,0
"Earnest, Teryn",www.newssite.com/9,2019-02-03,0
"Eastburn, Minuri",www.newssite.com/7,2018-12-08,0
"Ebat, Khashkhuu",www.newssite.com/2,2019-01-29,0
"Ebat, Khashkhuu",www.newssite.com/10,2018-12-24,0
"Ebat, Lady Diane",www.newssite.com/8,2019-01-24,0
"Eberhart, Deeana",www.newssite.com/6,2018-12-12,0
"Ebersole, Johnathan",www.newssite.com/10,2019-02-04,0
"Ebersole, Johnathan",www.newssite.com/7,2018-12-17,0
"Ebersole, Johnathan",www.newssite.com/4,2018-12-13,0
"Echeverria, Yareli",www.newssite.com/10,2019-02-09,0
"Echeverria, Yareli",www.newssite.com/3,2018-12-14,0
"Echohawk, Condeladio",www.newssite.com/6,2019-01-23,0
"Eckhart, Taylor",www.newssite.com/9,2019-02-01,0
"Edd, Hunter",www.newssite.com/5,2019-02-01,0
"Edd, Hunter",www.newssite.com/9,2019-01-03,0
"Eddleman, Justin",www.newssite.com/4,2019-02-05,0
"Eddleman, Justin",www.newssite.com/7,2018-11-25,0
"Eden, Brian",www.newssite.com/10,2018-12-27,1
"Eden, Brian",www.newssite.com/2,2018-12-12,0
"Edwards Jr, Bu Sun",www.newssite.com/8,2019-02-10,0
"Edwards, Alandra-Niane",www.newssite.com/10,2018-12-29,0
"Edwards, Alandra-Niane",www.newssite.com/8,2018-12-17,0
"Edwards, Dawntaya",www.newssite.com/8,2018-12-14,0
"Edwards, Mykaela",www.newssite.com/8,2019-01-16,0
"Edwards, Pal",www.newssite.com/1,2019-01-22,0
"Edwards, Pal",www.newssite.com/9,2019-01-03,0
"Edwards, Pal",www.newssite.com/5,2018-12-20,0
"Edwards, Sarah",www.newssite.com/8,2019-01-21,0
"Edwards, Shauneice",www.newssite.com/9,2019-01-01,1
"Edwards, Victoria",www.newssite.com/8,2019-02-03,0
"Egan Jr, Cody",www.newssite.com/10,2019-02-11,0
"Egan Jr, Cody",www.newssite.com/8,2018-12-21,0
"Eggleton, Ruthie",www.newssite.com/8,2018-11-29,0
"Ehizuelen, Dan",www.newssite.com/5,2019-02-06,1
"Ehrk, Erin",www.newssite.com/9,2019-02-02,0
"Ehrlich, Maegan",www.newssite.com/8,2018-12-26,0
"Ehrman, Matthew",www.newssite.com/3,2019-01-11,0
"Ehrman, Matthew",www.newssite.com/9,2019-01-10,0
"Ehrman, Matthew",www.newssite.com/3,2019-01-03,0
"Eisele, Abhinav",www.newssite.com/8,2019-02-09,0
"Ekeler, Avreyon",www.newssite.com/4,2019-01-23,0
"el-Abad, Ramza",www.newssite.com/7,2018-11-25,0
"el-Abbas, Aaisha",www.newssite.com/4,2019-02-05,0
"el-Abbas, Aaisha",www.newssite.com/10,2019-01-09,0
"el-Abbas, Zulfa",www.newssite.com/10,2019-01-07,0
"el-Abbas, Zulfa",www.newssite.com/8,2018-12-05,0
"el-Abbasi, Sameera",www.newssite.com/2,2018-11-30,0
"el-Abdelnour, Waddaah",www.newssite.com/7,2019-01-27,0
"el-Abdi, Faaid",www.newssite.com/10,2018-12-29,0
"el-Abdi, Talha",www.newssite.com/8,2019-01-19,0
"el-Abdo, Labeeba",www.newssite.com/10,2019-01-10,0
"el-Abdo, Labeeba",www.newssite.com/2,2019-01-01,0
"el-Abdo, Sumaita",www.newssite.com/7,2019-01-07,0
"el-Abdul, Alawi",www.newssite.com/2,2019-02-13,0
"el-Abdulla, Rafeeda",www.newssite.com/4,2019-02-19,0
"el-Abdulla, Rafeeda",www.newssite.com/10,2019-02-02,0
"el-Abdulla, Rafeeda",www.newssite.com/8,2018-12-12,0
"el-Abood, Abdul Ghani",www.newssite.com/5,2018-12-24,0
"el-Aboud, Alawi",www.newssite.com/3,2019-01-09,1
"el-Aboud, Alawi",www.newssite.com/2,2018-12-06,0
"el-Abu, Rafeeq",www.newssite.com/10,2018-12-24,0
"el-Abu, Rafeeq",www.newssite.com/3,2018-11-27,0
"el-Agha, Rayyaan",www.newssite.com/2,2019-01-08,0
"el-Agha, Rayyaan",www.newssite.com/6,2018-12-15,0
"el-Ahmadi, Kaazima",www.newssite.com/8,2019-01-25,0
"el-Ahmadi, Yaasmeena",www.newssite.com/9,2019-02-03,1
"el-Ahmadi, Yaasmeena",www.newssite.com/7,2018-11-26,0
"el-Ahsan, Naseefa",www.newssite.com/5,2019-01-19,0
"el-Ahsan, Naseefa",www.newssite.com/10,2018-12-28,0
"el-Ahsan, Naseefa",www.newssite.com/7,2018-12-08,0
"el-Akbar, Nabeel",www.newssite.com/9,2019-02-08,0
"el-Akbari, Saamyya",www.newssite.com/9,2018-11-28,0
"el-Akel, Mahuroos",www.newssite.com/10,2018-12-13,0
"el-Akhter, Nizaam",www.newssite.com/5,2018-11-27,0
"el-Akhter, Saleem",www.newssite.com/9,2019-02-09,0
"el-Akhter, Saleem",www.newssite.com/8,2018-11-26,0
"el-Akram, Kaatima",www.newssite.com/8,2018-12-02,0
"el-Allam, Jameela",www.newssite.com/9,2019-01-25,1
"el-Allee, Nawaal",www.newssite.com/4,2019-02-21,0
"el-Allee, Saeed",www.newssite.com/7,2019-01-24,0
"el-Alli, Humaina",www.newssite.com/8,2019-01-15,0
"el-Alli, Humaina",www.newssite.com/8,2018-12-31,0
"el-Ally, Sahar",www.newssite.com/6,2018-11-30,0
"el-Ally, Sahar",www.newssite.com/10,2018-11-26,0
"el-Ally, Shaamikh",www.newssite.com/5,2019-01-17,0
"el-Aman, Suwailim",www.newssite.com/4,2019-02-09,1
"el-Amara, Faraah",www.newssite.com/5,2019-02-17,0
"el-Amara, Hiwaaya",www.newssite.com/8,2019-02-14,0
"el-Amara, Hiwaaya",www.newssite.com/10,2019-02-05,0
"el-Amara, Hiwaaya",www.newssite.com/4,2018-12-20,0
"el-Amber, Shaafi",www.newssite.com/7,2019-01-10,0
"el-Amen, Khulood",www.newssite.com/5,2019-02-04,0
"el-Amen, Khulood",www.newssite.com/4,2019-01-24,0
"el-Amer, Fuaada",www.newssite.com/3,2019-01-04,0
"el-Amer, Fuaada",www.newssite.com/7,2018-12-16,0
"el-Amin, Haaritha",www.newssite.com/7,2019-01-31,0
"el-Amin, Haaritha",www.newssite.com/10,2018-12-20,0
"el-Amini, Jaleela",www.newssite.com/7,2019-01-20,0
"el-Amini, Jaleela",www.newssite.com/10,2018-12-13,0
"el-Amini, Jawaad",www.newssite.com/6,2018-12-23,0
"el-Amir, Kabeer",www.newssite.com/6,2019-01-15,0
"el-Amir, Kabeer",www.newssite.com/7,2018-12-20,0
"el-Amir, Kabeer",www.newssite.com/10,2018-12-17,0
"el-Amiri, Fikri",www.newssite.com/9,2018-11-27,0
"el-Amiri, Sumayya",www.newssite.com/9,2019-01-20,0
"el-Ansari, Afraah",www.newssite.com/8,2019-02-19,0
"el-Ansari, Afraah",www.newssite.com/9,2019-02-12,0
"el-Ansari, Afraah",www.newssite.com/8,2019-02-04,0
"el-Ansari, Afraah",www.newssite.com/8,2019-01-29,0
"el-Ansari, Afraah",www.newssite.com/3,2018-11-23,0
"el-Anwar, Abbaas",www.newssite.com/6,2019-01-07,0
"el-Anwar, Abbaas",www.newssite.com/7,2018-12-07,0
"el-Arafat, Wasmaaa",www.newssite.com/6,2018-12-23,0
"el-Arafat, Wasmaaa",www.newssite.com/10,2018-12-18,0
"el-Arif, Kaalim",www.newssite.com/9,2019-01-18,0
"el-Arif, Kaleem",www.newssite.com/8,2019-02-13,0
"el-Arif, Kaleem",www.newssite.com/3,2018-12-09,0
"el-Arif, Kaleem",www.newssite.com/6,2018-12-06,0
"el-Arif, Naadiya",www.newssite.com/8,2018-12-03,0
"el-Arif, Raaida",www.newssite.com/4,2019-01-10,0
"el-Arshad, Shaqeeqa",www.newssite.com/7,2018-11-30,0
"el-Asad, Afeefa",www.newssite.com/5,2019-01-17,0
"el-Ashraf, Haniyya",www.newssite.com/3,2018-11-27,0
"el-Aslam, Nawfa",www.newssite.com/7,2019-02-19,0
"el-Aslam, Shaheera",www.newssite.com/5,2019-02-13,0
"el-Aslam, Shaheera",www.newssite.com/8,2018-12-05,0
"el-Asmar, Salma",www.newssite.com/8,2019-01-31,0
"el-Assaf, Ghaamid",www.newssite.com/7,2018-12-31,0
"el-Assaf, Ghaamid",www.newssite.com/5,2018-12-03,0
"el-Atallah, Nazeema",www.newssite.com/9,2018-12-16,0
"el-Atallah, Rashaa",www.newssite.com/9,2019-02-16,0
"el-Atallah, Rashaa",www.newssite.com/7,2019-02-03,0
"el-Atallah, Shaakir",www.newssite.com/8,2018-12-16,0
"el-Attar, Hanlala",www.newssite.com/7,2018-11-26,0
"el-Awan, Wasmaaa",www.newssite.com/4,2019-01-04,0
"el-Awan, Wasmaaa",www.newssite.com/7,2018-12-25,0
"el-Awan, Wasmaaa",www.newssite.com/8,2018-12-10,0
"el-Ayoob, Raabia",www.newssite.com/4,2019-01-30,0
"el-Ayoob, Raabia",www.newssite.com/6,2019-01-29,0
"el-Ayoob, Raabia",www.newssite.com/10,2018-12-25,0
"el-Ayoob, Radwa",www.newssite.com/9,2018-12-20,0
"el-Ayub, Hazm",www.newssite.com/5,2018-12-16,1
"el-Azad, Abdur Raheem",www.newssite.com/10,2019-02-12,0
"el-Azam, Jafar",www.newssite.com/9,2019-02-09,1
"el-Azam, Jafar",www.newssite.com/1,2019-01-24,0
"el-Azam, Jafar",www.newssite.com/6,2019-01-12,0
"el-Azam, Jafar",www.newssite.com/9,2019-01-12,0
"el-Azam, Jafar",www.newssite.com/9,2019-01-04,0
"el-Azam, Warda",www.newssite.com/4,2019-01-23,0
"el-Azer, Muneefa",www.newssite.com/10,2019-01-14,1
"el-Azer, Muneefa",www.newssite.com/8,2018-12-18,0
"el-Azer, Muneefa",www.newssite.com/8,2018-12-16,0
"el-Azer, Muneefa",www.newssite.com/10,2018-11-30,0
"el-Azer, Muneefa",www.newssite.com/6,2018-11-28,0
"el-Azimi, Maleeha",www.newssite.com/5,2019-01-27,0
"el-Azimi, Maleeha",www.newssite.com/6,2019-01-04,0
"el-Azimi, Maleeha",www.newssite.com/10,2018-12-06,0
"el-Aziz, Adeeb",www.newssite.com/6,2019-02-18,0
"el-Aziz, Adeeb",www.newssite.com/10,2018-12-21,0
"el-Aziz, Adeeb",www.newssite.com/7,2018-12-11,0
"el-Aziz, Mahdhoodha",www.newssite.com/1,2018-12-20,0
"el-Azizi, Abdul Rauf",www.newssite.com/2,2018-12-06,0
"el-Azizi, Amaanullah",www.newssite.com/10,2019-01-23,1
"el-Azizi, Kifaaya",www.newssite.com/3,2019-02-20,1
"el-Azizi, Kifaaya",www.newssite.com/6,2018-12-06,0
"el-Azizi, Kifaaya",www.newssite.com/7,2018-12-01,0
"el-Azzam, Numair",www.newssite.com/7,2019-01-24,0
"el-Azzam, Numair",www.newssite.com/9,2018-12-23,0
"el-Azzam, Sharaf",www.newssite.com/6,2018-12-16,0
"el-Azzam, Sultana",www.newssite.com/8,2019-01-31,0
"el-Azzi, Faai Z",www.newssite.com/7,2019-02-16,0
"el-Azzi, Faai Z",www.newssite.com/9,2018-11-30,0
"el-Baccus, Zain",www.newssite.com/8,2019-02-19,1
"el-Baccus, Zain",www.newssite.com/8,2019-01-17,0
"el-Baccus, Zain",www.newssite.com/8,2018-11-25,0
"el-Bacho, Adhraaa",www.newssite.com/8,2019-02-14,0
"el-Badour, Iyaad",www.newssite.com/4,2019-02-16,0
"el-Badour, Iyaad",www.newssite.com/8,2018-12-10,0
"el-Badour, Umar",www.newssite.com/3,2018-12-04,0
"el-Bagheri, Jihaad",www.newssite.com/4,2019-02-04,0
"el-Bahri, Naaila",www.newssite.com/8,2019-02-06,0
"el-Bahri, Naaila",www.newssite.com/4,2019-01-03,0
"el-Bahri, Naaila",www.newssite.com/8,2018-11-29,0
"el-Baig, Sham'a",www.newssite.com/5,2019-02-18,0
"el-Baig, Sham'a",www.newssite.com/10,2019-01-07,0
"el-Baig, Sham'a",www.newssite.com/5,2018-12-21,0
"el-Baig, Sham'a",www.newssite.com/1,2018-12-08,0
"el-Baluch, Adnaan",www.newssite.com/5,2018-12-09,0
"el-Baluch, Adnaan",www.newssite.com/7,2018-11-26,0
"el-Baluch, Jubair",www.newssite.com/7,2019-02-06,1
"el-Baluch, Jubair",www.newssite.com/9,2019-01-26,0
"el-Baluch, Jubair",www.newssite.com/7,2019-01-10,0
"el-Baluch, Jubair",www.newssite.com/6,2018-11-28,0
"el-Bangura, Shareefa",www.newssite.com/6,2019-02-12,0
"el-Bangura, Shareefa",www.newssite.com/9,2019-01-09,0
"el-Basa, Tahiyya",www.newssite.com/7,2019-02-06,0
"el-Basa, Tahiyya",www.newssite.com/5,2019-01-30,0
"el-Basa, Tahiyya",www.newssite.com/10,2019-01-30,0
"el-Basa, Tahiyya",www.newssite.com/7,2018-12-18,0
"el-Basa, Tahiyya",www.newssite.com/10,2018-12-01,0
"el-Basa, Tahiyya",www.newssite.com/6,2018-11-26,0
"el-Bashara, Daifallah",www.newssite.com/8,2018-12-30,0
"el-Bashara, Daifallah",www.newssite.com/3,2018-12-13,0
"el-Basher, Ma,Roof",www.newssite.com/4,2019-01-24,0
"el-Bey, Sabriyya",www.newssite.com/1,2019-01-25,0
"el-Bey, Sabriyya",www.newssite.com/8,2019-01-11,0
"el-Bilal, Akram",www.newssite.com/5,2019-01-12,0
"el-Bilal, Akram",www.newssite.com/7,2018-12-09,0
"el-Bilal, Shahaada",www.newssite.com/8,2018-12-29,0
"el-Bina, Kameel",www.newssite.com/3,2019-02-02,0
"el-Bina, Kameel",www.newssite.com/10,2018-12-29,0
"el-Burki, Zain",www.newssite.com/4,2019-02-05,0
"el-Burki, Zain",www.newssite.com/7,2018-12-12,0
"el-Chahine, Mujaahida",www.newssite.com/8,2019-02-08,0
"el-Chahine, Mujaahida",www.newssite.com/9,2019-01-10,0
"el-Chahine, Mujaahida",www.newssite.com/9,2018-12-18,0
"el-Chahine, Mujaahida",www.newssite.com/7,2018-11-23,0
"el-Dada, Kaalim",www.newssite.com/7,2019-02-13,0
"el-Dada, Shakeel",www.newssite.com/10,2018-12-18,0
"el-Dallal, Asmaa",www.newssite.com/4,2018-12-02,0
"el-Dallal, Waseem",www.newssite.com/4,2018-12-07,0
"el-Daoud, Jaleela",www.newssite.com/7,2019-02-21,1
"el-Daoud, Jaleela",www.newssite.com/9,2019-01-25,0
"el-Daoud, Jaleela",www.newssite.com/8,2019-01-19,0
"el-Daoud, Sabaah",www.newssite.com/4,2019-01-24,0
"el-Dar, Nabeeh",www.newssite.com/9,2019-01-06,0
"el-Dar, Nabeeh",www.newssite.com/5,2018-12-28,0
"el-Dar, Nabeeh",www.newssite.com/7,2018-12-03,0
"el-Demian, Mubeena",www.newssite.com/7,2019-02-19,0
"el-Demian, Mubeena",www.newssite.com/10,2019-01-24,0
"el-Demian, Mubeena",www.newssite.com/5,2018-12-30,0
"el-Demian, Taahir",www.newssite.com/3,2018-12-29,0
"el-Dia, Rabi",www.newssite.com/10,2018-12-25,0
"el-Diab, Hamza",www.newssite.com/6,2019-02-06,0
"el-Diab, Hamza",www.newssite.com/7,2019-02-06,0
"el-Diab, Hamza",www.newssite.com/5,2019-01-26,0
"el-Dib, Junaid",www.newssite.com/7,2019-02-21,0
"el-Dib, Junaid",www.newssite.com/4,2019-02-08,0
"el-Dib, Mufeed",www.newssite.com/9,2019-01-05,0
"el-Din, Huraira",www.newssite.com/5,2019-01-24,0
"el-Din, Zuhriyaa",www.newssite.com/9,2018-12-10,0
"el-Din, Zuhriyaa",www.newssite.com/5,2018-12-07,0
"el-Doud, Asmaa",www.newssite.com/7,2019-02-18,0
"el-Doud, Saafiyya",www.newssite.com/8,2019-01-26,0
"el-Doud, Saafiyya",www.newssite.com/8,2018-11-23,0
"el-Ebrahim, Aqeela",www.newssite.com/5,2019-01-25,0
"el-Ebrahim, Aqeela",www.newssite.com/8,2018-12-23,0
"el-Ebrahim, Naseer",www.newssite.com/6,2019-02-21,0
"el-Ebrahim, Naseer",www.newssite.com/8,2019-01-06,0
"el-Ebrahim, Naseer",www.newssite.com/7,2018-12-02,0
"el-Ebrahimi, Aasima",www.newssite.com/9,2018-12-27,0
"el-Ebrahimi, Aasima",www.newssite.com/10,2018-12-06,0
"el-Ebrahimi, Hudhaifa",www.newssite.com/8,2018-12-21,0
"el-Ebrahimi, Neeshaan",www.newssite.com/6,2019-02-10,0
"el-Ebrahimi, Neeshaan",www.newssite.com/8,2019-01-25,0
"el-Ebrahimi, Neeshaan",www.newssite.com/9,2019-01-14,0
"el-Ebrahimi, Neeshaan",www.newssite.com/10,2018-11-23,0
"el-Edris, Fawzi",www.newssite.com/6,2019-02-07,1
"el-Edris, Fawzi",www.newssite.com/10,2019-02-01,0
"el-Edris, Fawzi",www.newssite.com/7,2019-01-07,0
"el-Edris, Fawzi",www.newssite.com/8,2018-11-28,0
"el-Edris, Mawhiba",www.newssite.com/6,2018-12-11,0
